id,city,region,country_name,latitude,longitude,Genealogical researcher,GLAM professional,Government employee,Legal researcher,Member of the general public,Post-secondary researcher,Student,Teacher,Other Identification,Computer Science,Digital Humanities,Education,Environment/Climate,Gender Studies,Genealogy,Geography,Health,History,Indigenous Land Claims,Indigenous Studies,Information Science,Law,Linguistics,Literature,Political Science,Other Interest
118512172519,Montréal,Quebec,CA,45.5088,-73.5878,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
118512146295,Toronto,Ontario,CA,43.7064,-79.3986,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512142434,Toronto,Ontario,CA,43.7064,-79.3986,0,1,0,0,0,0,0,0,,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,food
118512136637,Montevideo,Montevideo Department,UY,-34.8865,-56.1756,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118512127618,Saint John,New Brunswick,CA,45.2708,-66.0562,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
118512121569,Edmonton,Alberta,CA,53.5501,-113.4687,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,music
118512116593,Milton,Ontario,CA,43.5168,-79.8829,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,
118512108017,Kemptville,Ontario,CA,45.0168,-75.641,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118512097936,Lexington,Massachusetts,US,42.4473,-71.2245,1,0,0,0,1,1,0,0,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118512052249,Oxford,England,GB,51.7522,-1.256,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
118512013986,Oslo,Oslo,NO,59.9127,10.7461,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118511991327,Mount Vernon,New York,US,40.9126,-73.8371,0,0,0,0,1,0,1,0,,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,
118511899035,Toronto,Ontario,CA,43.7064,-79.3986,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118511891677,Toronto,Ontario,CA,43.7064,-79.3986,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118511853618,Windsor,Ontario,CA,42.3001,-83.0165,1,0,0,0,1,0,0,0,former college teacher,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,
118511841909,Calgary,Alberta,CA,51.0501,-114.0853,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118511837704,Dallas,Oregon,US,44.9193,-123.317,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118511834434,Chambly,Quebec,CA,45.4501,-73.2825,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
118511824921,Ponta Delgada,Azores,PT,37.7395,-25.6687,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118511815864,Ottawa,Ontario,CA,45.4112,-75.6981,1,0,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118511805407,Toronto,Ontario,CA,43.7064,-79.3986,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118511798841,Ponta Delgada,Azores,PT,37.7395,-25.6687,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118511786455,New Bedford,Massachusetts,US,41.6353,-70.927,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118511742257,Québec,Quebec,CA,46.8123,-71.2145,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118511736664,Toronto,Ontario,CA,43.7064,-79.3986,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118511735841,Toronto,Ontario,CA,43.7064,-79.3986,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,
118511728688,Victoria,British Columbia,CA,48.4359,-123.3516,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118511719924,Kingston,Ontario,CA,44.2298,-76.481,0,0,0,0,0,0,1,1,,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,
118511699548,St. Catharines,Ontario,CA,43.1713,-79.2427,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
118511685601,Toronto,Ontario,CA,43.7064,-79.3986,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,
118511670291,Lee's Summit,Missouri,US,38.9108,-94.3822,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118511638511,Sault Ste. Marie,Ontario,CA,46.5168,-84.3333,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118511637517,Toronto,Ontario,CA,43.7064,-79.3986,0,0,0,0,0,1,1,1,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,
118511631954,Edmonton,Alberta,CA,53.5501,-113.4687,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
118511627950,Toronto,Ontario,CA,43.6899,-79.3853,0,0,0,0,0,0,0,0,museum worker ,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,
118511615219,North Cowichan,British Columbia,CA,48.8413,-123.686,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
118511577982,Edmonton,Alberta,CA,53.5501,-113.4687,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118511565021,Oakville,Ontario,CA,43.4501,-79.6829,0,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,
118511544120,Richmond,British Columbia,CA,49.17,-123.1368,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,
118511505783,Toronto,Ontario,CA,43.7064,-79.3986,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118511486970,Stratford,Ontario,CA,43.3668,-80.9497,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118511471671,Waterloo,Ontario,CA,43.4668,-80.5164,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118511470910,Greater Sudbury,Ontario,CA,46.49,-80.99,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118511460007,Galway,Connacht,IE,53.2724,-9.051,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,
118511387295,Chester,Virginia,US,37.3568,-77.4416,0,0,0,0,0,0,0,0,map seller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exploration and colonization
118511386961,Florence,Tuscany,IT,43.7792,11.2463,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
