id,city,region,country_name,latitude,longitude,Genealogical researcher,GLAM professional,Government employee,Legal researcher,Member of the general public,Post-secondary researcher,Student,Teacher,Other Identification,Computer Science,Digital Humanities,Education,Environment/Climate,Gender Studies,Genealogy,Geography,Health,History,Indigenous Land Claims,Indigenous Studies,Information Science,Law,Linguistics,Literature,Political Science,Other Interest
118549532154,Victoria,British Columbia,CA,48.4359,-123.3516,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
118549528639,Calgary,Alberta,CA,51.0501,-114.0853,0,0,0,0,0,0,0,0,retired rcmp member,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118549527418,Etobicoke,Ontario,CA,43.6442,-79.5699,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118549519869,Rockville,Maryland,US,39.084,-77.1528,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118549514842,Toronto,Ontario,CA,43.7064,-79.3986,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118549509379,Davenport,Iowa,US,41.5618,-90.5403,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118549508351,Toronto,Ontario,CA,43.7064,-79.3986,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118549507073,Mississauga,Ontario,CA,43.5789,-79.6583,0,0,0,0,0,0,0,0,retired,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
118549500845,Welland,Ontario,CA,42.9834,-79.2496,0,0,0,0,0,0,0,0,writer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118549498958,Ottawa,Ontario,CA,45.4112,-75.6981,0,0,0,0,0,0,0,0,rcmp retiree,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118549493146,Mississauga,Ontario,CA,43.5789,-79.6583,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118549493138,Zapopan,Jalisco,MX,20.7236,-103.3848,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118549475934,Palm Desert,California,US,33.7225,-116.377,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118549471765,Kingston,Ontario,CA,44.2298,-76.481,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118549464665,Montréal,Quebec,CA,45.5088,-73.5878,0,0,0,0,0,0,0,0,artist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,textile art and techniques
118549463604,Ottawa,Ontario,CA,45.4112,-75.6981,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118549451309,Cabo San Lucas,Baja California Sur,MX,22.8909,-109.9124,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
